"","ID","time","lon","lat","event_id","tagtype","sex","age","height_above_wgs84","fix","point_state","designated_before","moving"
"1","AL-2020-04","2020-02-04 14:00:32",-87.1527557,32.0798073,14074649788,"4g - Night","m","After Second Year",65,"3D","Point state: Winter",TRUE,FALSE
"2","AL-2020-04","2020-02-04 19:58:56",-87.1527023,32.0798073,14074649789,"4g - Night","m","After Second Year",61,"3D","Point state: Winter",TRUE,FALSE
"3","AL-2020-04","2020-02-05 05:00:48",-87.1550064,32.0839539,14074649790,"4g - Night","m","After Second Year",56,"3D","Point state: Winter",TRUE,FALSE
"4","AL-2020-04","2020-02-07 05:00:48",-87.1547241,32.0838013,14074649791,"4g - Night","m","After Second Year",53,"3D","Point state: Winter",TRUE,FALSE
"5","AL-2020-04","2020-02-09 05:00:48",-87.1593094,32.0868225,14074649792,"4g - Night","m","After Second Year",51,"3D","Point state: Winter",TRUE,FALSE
"6","AL-2020-04","2020-02-13 05:00:48",-87.1578522,32.0883827,14074649793,"4g - Night","m","After Second Year",68,"3D","Point state: Winter",TRUE,FALSE
"7","AL-2020-04","2020-02-15 05:00:48",-87.1595917,32.0862846,14074648105,"4g - Night","m","After Second Year",54,"3D","Point state: Winter",TRUE,FALSE
"8","AL-2020-04","2020-02-17 05:00:48",-87.1590042,32.0870781,14074648106,"4g - Night","m","After Second Year",55,"3D","Point state: Winter",TRUE,FALSE
"9","AL-2020-04","2020-02-19 05:00:48",-87.1588211,32.08741,14074648107,"4g - Night","m","After Second Year",62,"3D","Point state: Winter",TRUE,FALSE
"10","AL-2020-04","2020-02-21 05:00:48",-87.1564178,32.0409203,14074648108,"4g - Night","m","After Second Year",65,"3D","Point state: Winter",TRUE,FALSE
"11","AL-2020-04","2020-02-23 05:00:48",-87.1589737,32.0872841,14074648109,"4g - Night","m","After Second Year",21,"3D","Point state: Winter",TRUE,FALSE
"12","AL-2020-04","2020-02-25 05:00:48",-87.1588211,32.08741,14074648110,"4g - Night","m","After Second Year",42,"3D","Point state: Winter",TRUE,FALSE
"13","AL-2020-04","2020-02-27 05:00:48",-87.1588516,32.08741,14074607078,"4g - Night","m","After Second Year",53,"3D","Point state: Winter",TRUE,FALSE
"14","AL-2020-04","2020-02-29 05:00:48",-87.1590805,32.0872307,14074607079,"4g - Night","m","After Second Year",54,"3D","Point state: Winter",TRUE,FALSE
"15","AL-2020-04","2020-03-02 05:00:48",-84.4078445,38.3455353,14074607080,"4g - Night","m","After Second Year",249,"3D","Point state: Migratory (spring)",TRUE,FALSE
"16","AL-2020-04","2020-03-04 05:00:48",-84.4094315,38.3490944,14074607081,"4g - Night","m","After Second Year",255,"3D","Point state: Migratory (spring)",TRUE,FALSE
"17","AL-2020-04","2020-03-08 04:01:04",-84.9207687,42.9927826,14514929469,"4g - Night","m","After Second Year",197,"3D","Point state: Summer",TRUE,FALSE
"18","AL-2020-04","2020-03-10 04:01:04",-84.9204636,42.9919357,14514929470,"4g - Night","m","After Second Year",198,"3D","Point state: Summer",TRUE,FALSE
"19","AL-2020-04","2020-03-12 04:01:04",-84.9181061,42.9942398,14121570358,"4g - Night","m","After Second Year",212,"3D","Point state: Summer",TRUE,FALSE
"20","AL-2020-04","2020-03-14 04:01:04",-84.9204636,42.9918327,14121570359,"4g - Night","m","After Second Year",209,"3D","Point state: Summer",TRUE,FALSE
"21","AL-2020-04","2020-03-15 03:58:56",-84.9204102,42.9918098,14121570360,"4g - Night","m","After Second Year",143,"3D","Point state: Summer",TRUE,FALSE
"22","AL-2020-04","2020-03-16 04:01:04",-84.9203568,42.9917831,14121570361,"4g - Night","m","After Second Year",194,"3D","Point state: Summer",TRUE,FALSE
"23","AL-2020-04","2020-03-17 03:58:56",-84.9204102,42.9918327,14138835827,"4g - Night","m","After Second Year",202,"3D","Point state: Summer",TRUE,FALSE
"24","AL-2020-04","2020-03-18 04:01:04",-84.9207153,42.9920387,14138835828,"4g - Night","m","After Second Year",34,"3D","Point state: Summer",TRUE,FALSE
"25","AL-2020-04","2020-03-19 03:58:56",-84.920433,42.991909,14214397396,"4g - Night","m","After Second Year",206,"3D","Point state: Summer",TRUE,FALSE
"26","AL-2020-04","2020-03-20 04:01:04",-84.9197159,43.0526085,14214397397,"4g - Night","m","After Second Year",243,"3D","Point state: Summer",TRUE,TRUE
"27","AL-2020-04","2020-03-22 04:01:04",-84.9204102,42.9917564,14212529094,"4g - Night","m","After Second Year",194,"3D","Point state: Summer",TRUE,FALSE
"28","AL-2020-04","2020-03-23 03:58:56",-84.9204102,42.9918327,14212529095,"4g - Night","m","After Second Year",195,"3D","Point state: Summer",TRUE,FALSE
"29","AL-2020-04","2020-03-24 04:01:04",-84.9204636,42.9916801,14195546220,"4g - Night","m","After Second Year",233,"3D","Point state: Summer",TRUE,FALSE
"30","AL-2020-04","2020-03-25 04:03:12",-84.920311,42.9924736,14195546221,"4g - Night","m","After Second Year",34,"2D","Point state: Summer",FALSE,FALSE
"31","AL-2020-04","2020-03-26 04:01:04",-84.9203873,42.9920387,14212529096,"4g - Night","m","After Second Year",170,"3D","Point state: Summer",TRUE,FALSE
"32","AL-2020-04","2020-03-27 03:58:56",-84.920433,42.9918861,14212529097,"4g - Night","m","After Second Year",197,"3D","Point state: Summer",TRUE,FALSE
"33","AL-2020-04","2020-03-28 04:01:04",-84.9204102,42.991909,14243374228,"4g - Night","m","After Second Year",196,"3D","Point state: Summer",TRUE,FALSE
"34","AL-2020-04","2020-03-29 03:58:56",-84.9205093,42.9920387,14243374229,"4g - Night","m","After Second Year",184,"3D","Point state: Summer",TRUE,FALSE
"35","AL-2020-04","2020-03-30 04:01:04",-84.9204102,42.991909,14271288708,"4g - Night","m","After Second Year",187,"3D","Point state: Summer",TRUE,FALSE
"36","AL-2020-04","2020-03-31 03:58:56",-84.9205093,42.991909,14271288709,"4g - Night","m","After Second Year",205,"3D","Point state: Summer",TRUE,FALSE
"37","AL-2020-04","2020-04-01 04:01:04",-84.9202805,42.9918327,14271288710,"4g - Night","m","After Second Year",155,"3D","Point state: Summer",TRUE,FALSE
"38","AL-2020-04","2020-04-02 03:58:56",-84.9204636,42.9919624,14271288711,"4g - Night","m","After Second Year",184,"3D","Point state: Summer",TRUE,FALSE
"39","AL-2020-04","2020-04-03 04:01:04",-84.9204636,42.9919357,14301614200,"4g - Night","m","After Second Year",198,"3D","Point state: Summer",TRUE,FALSE
"40","AL-2020-04","2020-04-04 03:58:56",-84.9207153,42.9920387,14301614201,"4g - Night","m","After Second Year",187,"3D","Point state: Summer",TRUE,FALSE
"41","AL-2020-04","2020-04-05 04:01:04",-84.9204102,42.9918861,14309750577,"4g - Night","m","After Second Year",200,"3D","Point state: Summer",TRUE,FALSE
"42","AL-2020-04","2020-04-06 03:58:56",-84.9207153,42.9919624,14309750578,"4g - Night","m","After Second Year",196,"3D","Point state: Summer",TRUE,FALSE
"43","AL-2020-04","2020-04-07 04:01:04",-84.9207687,42.9919624,14324581185,"4g - Night","m","After Second Year",204,"3D","Point state: Summer",TRUE,FALSE
"44","AL-2020-04","2020-04-08 03:58:56",-84.920433,42.9919357,14324581186,"4g - Night","m","After Second Year",201,"3D","Point state: Summer",TRUE,FALSE
"45","AL-2020-04","2020-04-09 04:01:04",-84.9206924,42.9919624,14378167004,"4g - Night","m","After Second Year",191,"3D","Point state: Summer",TRUE,FALSE
"46","AL-2020-04","2020-04-10 03:58:56",-84.9204102,42.9918861,14378167005,"4g - Night","m","After Second Year",204,"3D","Point state: Summer",TRUE,FALSE
"47","AL-2020-04","2020-04-11 04:01:04",-84.920433,42.9918594,14384590855,"4g - Night","m","After Second Year",201,"3D","Point state: Summer",TRUE,FALSE
"48","AL-2020-04","2020-04-12 03:58:56",-84.9206619,42.9915504,14384590856,"4g - Night","m","After Second Year",185,"3D","Point state: Summer",TRUE,FALSE
"49","AL-2020-04","2020-04-13 04:01:04",-84.9203873,42.991909,14384590857,"4g - Night","m","After Second Year",212,"3D","Point state: Summer",TRUE,FALSE
"50","AL-2020-04","2020-04-14 03:58:56",-84.9204102,42.9918098,14384590858,"4g - Night","m","After Second Year",203,"3D","Point state: Summer",TRUE,FALSE
"51","AL-2020-04","2020-04-15 04:01:04",-84.9204102,42.9918861,14409659150,"4g - Night","m","After Second Year",205,"3D","Point state: Summer",TRUE,FALSE
"52","AL-2020-04","2020-04-17 04:01:04",-84.9204102,42.9917831,14409659151,"4g - Night","m","After Second Year",203,"3D","Point state: Summer",TRUE,FALSE
"53","AL-2020-04","2020-04-19 04:01:04",-84.9204636,42.991909,14514930657,"4g - Night","m","After Second Year",214,"3D","Point state: Summer",TRUE,FALSE
"54","AL-2020-04","2020-04-21 04:01:04",-84.9203339,42.9918594,14514930658,"4g - Night","m","After Second Year",200,"3D","Point state: Summer",TRUE,FALSE
"55","AL-2020-04","2020-04-23 04:01:04",-84.9204636,42.9920654,14496707020,"4g - Night","m","After Second Year",220,"3D","Point state: Summer",TRUE,FALSE
"56","AL-2020-04","2020-04-25 04:01:04",-84.9203568,42.9917564,14496707021,"4g - Night","m","After Second Year",196,"3D","Point state: Summer",TRUE,FALSE
"57","AL-2020-04","2020-04-27 04:01:04",-84.9203568,42.9918327,14573482557,"4g - Night","m","After Second Year",205,"3D","Point state: Summer",TRUE,FALSE
"58","AL-2020-04","2020-04-29 04:01:04",-84.9157028,42.9724045,14573482558,"4g - Night","m","After Second Year",208,"3D","Point state: Summer",TRUE,FALSE
"59","AL-2020-04","2020-05-02 03:58:56",-84.9203873,42.9918861,14573482559,"4g - Night","m","After Second Year",202,"3D","Point state: Summer",TRUE,FALSE
"60","AL-2020-04","2020-05-05 19:01:20",-84.9197159,42.9937019,14573482560,"4g - Night","m","After Second Year",202,"3D","Point state: Summer",TRUE,FALSE
"61","AL-2020-04","2020-05-10 03:58:56",-84.9204102,42.9918327,14726461100,"4g - Night","m","After Second Year",199,"3D","Point state: Summer",TRUE,FALSE
"62","AL-2020-04","2020-05-13 19:01:20",-84.9212036,42.9917297,14726461101,"4g - Night","m","After Second Year",203,"3D","Point state: Summer",TRUE,FALSE
"63","AL-2020-04","2020-05-18 03:58:56",-84.9161835,42.9728889,14726461102,"4g - Night","m","After Second Year",211,"3D","Point state: Summer",TRUE,FALSE
"64","AL-2020-04","2020-05-21 19:01:20",-84.9195099,42.9932671,14726461103,"4g - Night","m","After Second Year",72,"3D","Point state: Summer",TRUE,FALSE
"65","AL-2020-04","2020-05-26 03:58:56",-84.9161606,42.9726334,14867959658,"4g - Night","m","After Second Year",210,"3D","Point state: Summer",TRUE,FALSE
"66","AL-2020-04","2020-05-29 19:01:20",-84.919487,42.9934731,14867959659,"4g - Night","m","After Second Year",200,"3D","Point state: Summer",TRUE,FALSE
"67","AL-2020-04","2020-06-03 03:58:56",-84.918129,42.9942131,14867959660,"4g - Night","m","After Second Year",203,"3D","Point state: Summer",TRUE,FALSE
"68","AL-2020-04","2020-06-06 19:01:20",-84.9199219,42.9928589,14867959661,"4g - Night","m","After Second Year",190,"3D","Point state: Summer",TRUE,FALSE
"69","AL-2020-04","2020-06-11 03:58:56",-84.9037476,42.9762955,14921488241,"4g - Night","m","After Second Year",233,"3D","Point state: Summer",TRUE,FALSE
"70","AL-2020-04","2020-06-14 19:01:20",-84.9212265,42.9919357,14921488242,"4g - Night","m","After Second Year",212,"3D","Point state: Summer",TRUE,FALSE
"71","AL-2020-04","2020-06-19 03:58:56",-84.9036407,42.9766541,15037271340,"4g - Night","m","After Second Year",236,"3D","Point state: Summer",TRUE,FALSE
"72","AL-2020-04","2020-06-22 19:01:20",-84.911911,43.0100098,15037271341,"4g - Night","m","After Second Year",34,"2D","Point state: Summer",FALSE,FALSE
"73","AL-2020-04","2020-06-27 03:58:56",-84.9035416,42.9766769,15467902314,"4g - Night","m","After Second Year",237,"3D","Point state: Summer",TRUE,FALSE
"74","AL-2020-04","2020-06-30 19:01:20",-84.8993683,42.9628029,15467902318,"4g - Night","m","After Second Year",182,"3D","Point state: Summer",TRUE,FALSE
"75","AL-2020-05","2020-02-04 14:00:32",-87.2100983,32.0979576,14074649794,"4g - Night","m","After Second Year",20,"3D","Point state: Winter",TRUE,FALSE
"76","AL-2020-05","2020-02-04 19:58:56",-87.2097397,32.097599,14074649795,"4g - Night","m","After Second Year",39,"3D","Point state: Winter",TRUE,FALSE
"77","AL-2020-05","2020-02-05 05:00:48",-87.1668625,32.0880508,14074649598,"4g - Night","m","After Second Year",62,"3D","Point state: Winter",TRUE,FALSE
"78","AL-2020-05","2020-02-07 05:00:48",-87.2093811,32.0973701,14074649599,"4g - Night","m","After Second Year",96,"3D","Point state: Winter",TRUE,FALSE
"79","AL-2020-05","2020-02-09 05:00:48",-87.2099686,32.097805,14074649600,"4g - Night","m","After Second Year",25,"3D","Point state: Winter",TRUE,FALSE
"80","AL-2020-05","2020-02-11 05:00:48",-88.5021286,34.3189888,14074649601,"4g - Night","m","After Second Year",98,"3D","Point state: Migratory (spring)",TRUE,TRUE
"81","AL-2020-05","2020-02-13 05:00:48",-88.624855,34.193779,14074649602,"4g - Night","m","After Second Year",82,"3D","Point state: Migratory (spring)",TRUE,FALSE
"82","AL-2020-05","2020-02-15 05:00:48",-88.6247787,34.1935997,14074649603,"4g - Night","m","After Second Year",87,"3D","Point state: Migratory (spring)",TRUE,FALSE
"83","AL-2020-05","2020-02-17 05:00:48",-91.1578979,38.9626999,14074647285,"4g - Night","m","After Second Year",225,"3D","Point state: Migratory (spring)",TRUE,FALSE
"84","AL-2020-05","2020-02-19 05:00:48",-91.1580276,38.9831047,14074647286,"4g - Night","m","After Second Year",202,"3D","Point state: Migratory (spring)",TRUE,FALSE
"85","AL-2020-05","2020-02-21 05:00:48",-91.1530075,38.9764481,14074648813,"4g - Night","m","After Second Year",213,"3D","Point state: Migratory (spring)",TRUE,FALSE
"86","AL-2020-05","2020-02-23 05:00:48",-91.1577759,38.9628563,14074647287,"4g - Night","m","After Second Year",226,"3D","Point state: Migratory (spring)",TRUE,FALSE
"87","AL-2020-05","2020-02-25 05:00:48",-91.1574631,38.9639549,14074647288,"4g - Night","m","After Second Year",229,"3D","Point state: Migratory (spring)",TRUE,FALSE
"88","AL-2020-05","2020-02-27 05:00:48",-91.1555481,38.9629822,14074647289,"4g - Night","m","After Second Year",225,"3D","Point state: Migratory (spring)",TRUE,FALSE
"89","AL-2020-05","2020-02-29 05:00:48",-91.1469421,38.9818993,14074606971,"4g - Night","m","After Second Year",216,"3D","Point state: Migratory (spring)",TRUE,FALSE
"90","AL-2020-05","2020-03-01 04:58:40",-91.1559296,38.9631615,14074606972,"4g - Night","m","After Second Year",235,"3D","Point state: Migratory (spring)",TRUE,FALSE
"91","AL-2020-05","2020-03-02 05:00:48",-91.1469727,38.9818993,14074606973,"4g - Night","m","After Second Year",195,"3D","Point state: Migratory (spring)",TRUE,FALSE
"92","AL-2020-05","2020-03-03 04:58:40",-91.146843,38.9818497,14074606974,"4g - Night","m","After Second Year",210,"3D","Point state: Migratory (spring)",TRUE,FALSE
"93","AL-2020-05","2020-03-04 05:00:48",-91.146843,38.9818497,14074606975,"4g - Night","m","After Second Year",212,"3D","Point state: Migratory (spring)",TRUE,FALSE
"94","AL-2020-05","2020-03-05 04:58:40",-91.1471252,38.98172,14074606976,"4g - Night","m","After Second Year",207,"3D","Point state: Migratory (spring)",TRUE,FALSE
"95","AL-2020-05","2020-03-06 05:00:48",-91.1469727,38.9818764,14073506374,"4g - Night","m","After Second Year",204,"3D","Point state: Migratory (spring)",TRUE,FALSE
"96","AL-2020-05","2020-03-07 04:58:40",-91.1469727,38.9818001,14073506375,"4g - Night","m","After Second Year",202,"3D","Point state: Migratory (spring)",TRUE,FALSE
"97","AL-2020-05","2020-03-09 03:58:56",-91.1472015,38.9818001,14514929471,"4g - Night","m","After Second Year",202,"3D","Point state: Migratory (spring)",TRUE,FALSE
"98","AL-2020-05","2020-03-10 04:01:04",-91.156517,38.963623,14514929472,"4g - Night","m","After Second Year",230,"3D","Point state: Migratory (spring)",TRUE,FALSE
"99","AL-2020-05","2020-03-11 04:03:12",-91.1570053,38.9626999,14100898008,"4g - Night","m","After Second Year",33,"2D","Point state: Migratory (spring)",FALSE,FALSE
"100","AL-2020-05","2020-03-12 04:01:04",-91.1553955,38.966053,14100898009,"4g - Night","m","After Second Year",225,"3D","Point state: Migratory (spring)",TRUE,FALSE
"101","AL-2020-05","2020-03-13 03:58:56",-90.2736511,41.7837181,14111007172,"4g - Night","m","After Second Year",173,"3D","Point state: Migratory (spring)",TRUE,FALSE
"102","AL-2020-05","2020-03-14 04:01:04",-90.2735977,41.7838707,14111007173,"4g - Night","m","After Second Year",184,"3D","Point state: Migratory (spring)",TRUE,FALSE
"103","AL-2020-05","2020-03-15 03:58:56",-90.2741623,41.7839241,14121570362,"4g - Night","m","After Second Year",181,"3D","Point state: Migratory (spring)",TRUE,FALSE
"104","AL-2020-05","2020-03-16 04:01:04",-90.1589355,42.0977783,14121570363,"4g - Night","m","After Second Year",1188,"3D","Point state: Migratory (spring)",TRUE,TRUE
"105","AL-2020-05","2020-03-17 03:58:56",-89.9060364,43.7314415,14138835829,"4g - Night","m","After Second Year",274,"3D","Point state: Migratory (spring)",TRUE,FALSE
"106","AL-2020-05","2020-03-18 04:01:04",-89.8826904,43.7574005,14138835830,"4g - Night","m","After Second Year",34,"2D","Point state: Migratory (spring)",FALSE,FALSE
"107","AL-2020-05","2020-03-19 03:58:56",-89.924057,43.7435265,14155524817,"4g - Night","m","After Second Year",282,"3D","Point state: Migratory (spring)",TRUE,FALSE
"108","AL-2020-05","2020-03-20 04:01:04",-89.9169388,43.738636,14155524818,"4g - Night","m","After Second Year",270,"3D","Point state: Migratory (spring)",TRUE,FALSE
"109","AL-2020-05","2020-03-21 03:58:56",-89.9080048,43.7439613,14155524819,"4g - Night","m","After Second Year",277,"3D","Point state: Migratory (spring)",TRUE,FALSE
"110","AL-2020-05","2020-03-22 04:01:04",-89.9076233,43.7445488,14155524820,"4g - Night","m","After Second Year",87,"3D","Point state: Migratory (spring)",TRUE,FALSE
"111","AL-2020-05","2020-03-23 03:58:56",-89.907753,43.7445488,14195546222,"4g - Night","m","After Second Year",72,"3D","Point state: Migratory (spring)",TRUE,FALSE
"112","AL-2020-05","2020-03-24 04:01:04",-87.6928635,44.0415115,14195546223,"4g - Night","m","After Second Year",195,"3D","Point state: Migratory (spring)",TRUE,TRUE
"113","AL-2020-05","2020-03-26 04:01:04",-82.7463531,43.0882416,14212529098,"4g - Night","m","After Second Year",1188,"3D","Point state: Migratory (spring)",TRUE,TRUE
"114","AL-2020-05","2020-03-27 03:58:56",-79.8639984,44.8473473,14212529099,"4g - Night","m","After Second Year",166,"3D","Point state: Migratory (spring)",TRUE,TRUE
"115","AL-2020-05","2020-03-28 04:01:04",-79.2531357,45.6084862,14243374230,"4g - Night","m","After Second Year",778,"3D","Point state: Migratory (spring)",TRUE,TRUE
"116","AL-2020-05","2020-03-29 03:58:56",-80.2183838,46.4182396,14243374231,"4g - Night","m","After Second Year",199,"3D","Point state: Summer",TRUE,FALSE
"117","AL-2020-05","2020-03-30 04:01:04",-80.2179184,46.4183693,14280258474,"4g - Night","m","After Second Year",224,"3D","Point state: Summer",TRUE,FALSE
"118","AL-2020-05","2020-03-31 03:58:56",-80.2170486,46.4187775,14280258475,"4g - Night","m","After Second Year",108,"3D","Point state: Summer",TRUE,FALSE
"119","AL-2020-05","2020-04-01 04:01:04",-80.2223206,46.4198532,14280258476,"4g - Night","m","After Second Year",143,"3D","Point state: Summer",TRUE,FALSE
"120","AL-2020-05","2020-04-03 04:01:04",-80.2217865,46.4195709,14280258477,"4g - Night","m","After Second Year",236,"3D","Point state: Summer",TRUE,FALSE
"121","AL-2020-05","2020-04-05 04:01:04",-80.2217636,46.4198265,14324581187,"4g - Night","m","After Second Year",229,"3D","Point state: Summer",TRUE,FALSE
"122","AL-2020-05","2020-04-07 04:01:04",-80.2219391,46.4197769,14324581188,"4g - Night","m","After Second Year",242,"3D","Point state: Summer",TRUE,FALSE
"123","AL-2020-05","2020-04-09 04:01:04",-80.2220154,46.4196472,14378167006,"4g - Night","m","After Second Year",213,"3D","Point state: Summer",TRUE,FALSE
"124","AL-2020-05","2020-04-11 04:01:04",-80.2222977,46.4195709,14378167007,"4g - Night","m","After Second Year",231,"3D","Point state: Summer",TRUE,FALSE
"125","AL-2020-05","2020-04-13 04:01:04",-80.2222977,46.4195709,14392731095,"4g - Night","m","After Second Year",233,"3D","Point state: Summer",TRUE,FALSE
"126","AL-2020-05","2020-04-15 04:01:04",-80.2213211,46.4197006,14392731096,"4g - Night","m","After Second Year",241,"3D","Point state: Summer",TRUE,FALSE
"127","AL-2020-05","2020-04-17 04:01:04",-80.2224503,46.4199562,14435161636,"4g - Night","m","After Second Year",234,"3D","Point state: Summer",TRUE,FALSE
"128","AL-2020-05","2020-04-19 04:01:04",-80.2232437,46.4218483,14435161637,"4g - Night","m","After Second Year",191,"3D","Point state: Summer",TRUE,FALSE
"129","AL-2020-05","2020-04-21 04:01:04",-80.223114,46.421978,14470354464,"4g - Night","m","After Second Year",234,"3D","Point state: Summer",TRUE,FALSE
"130","AL-2020-05","2020-04-23 04:01:04",-80.221405,46.4196739,14470354465,"4g - Night","m","After Second Year",233,"3D","Point state: Summer",TRUE,FALSE
"131","AL-2020-05","2020-04-25 04:01:04",-80.223732,46.4226189,14496707022,"4g - Night","m","After Second Year",216,"3D","Point state: Summer",TRUE,FALSE
"132","AL-2020-05","2020-04-27 04:01:04",-80.2235489,46.421875,14496707023,"4g - Night","m","After Second Year",226,"3D","Point state: Summer",TRUE,FALSE
"133","AL-2020-05","2020-04-29 04:01:04",-80.2236557,46.4219017,14526923085,"4g - Night","m","After Second Year",238,"3D","Point state: Summer",TRUE,FALSE
"134","AL-2020-05","2020-05-01 04:01:04",-80.2235794,46.4219017,14526923086,"4g - Night","m","After Second Year",230,"3D","Point state: Summer",TRUE,FALSE
"135","AL-2021-08","2021-02-12 16:59:44",-87.1612015,32.0884094,17869104804,"4g- hybrid","m","After Second Year",41,"3D","Point state: Winter",TRUE,FALSE
"136","AL-2021-08","2021-02-15 17:01:52",-87.1617889,32.0884361,17869104813,"4g- hybrid","m","After Second Year",27,"2D","Point state: Winter",FALSE,FALSE
"137","AL-2021-08","2021-02-17 05:00:48",-87.1603317,32.087307,18009745594,"4g- hybrid","m","After Second Year",51,"3D","Point state: Winter",TRUE,FALSE
"138","AL-2021-08","2021-02-18 16:59:44",-87.1619949,32.089077,18009745599,"4g- hybrid","m","After Second Year",63,"3D","Point state: Winter",TRUE,FALSE
"139","AL-2021-08","2021-02-20 04:58:40",-87.1593323,32.0864372,18009745613,"4g- hybrid","m","After Second Year",60,"3D","Point state: Winter",TRUE,FALSE
"140","AL-2021-08","2021-02-21 17:01:52",-87.1611557,32.0883331,18009745633,"4g- hybrid","m","After Second Year",116,"3D","Point state: Winter",TRUE,FALSE
"141","AL-2021-08","2021-02-23 05:00:48",-87.1596451,32.0867729,18009745668,"4g- hybrid","m","After Second Year",67,"3D","Point state: Winter",TRUE,FALSE
"142","AL-2021-08","2021-02-24 16:59:44",-87.1612778,32.0886154,18009745716,"4g- hybrid","m","After Second Year",35,"3D","Point state: Winter",TRUE,FALSE
"143","AL-2021-08","2021-02-26 04:58:40",-85.6021118,34.1505928,18052008898,"4g- hybrid","m","After Second Year",33,"3D","Point state: Migratory (spring)",TRUE,FALSE
"144","AL-2021-08","2021-02-27 17:01:52",-85.6135025,34.1348228,18009745802,"4g- hybrid","m","After Second Year",28,"3D","Point state: Migratory (spring)",TRUE,FALSE
"145","AL-2021-08","2021-03-01 05:00:48",-83.1295624,36.1826935,18052008928,"4g- hybrid","m","After Second Year",353,"3D","Point state: Migratory (spring)",TRUE,FALSE
"146","AL-2021-08","2021-03-02 16:59:44",-83.1300735,36.1847687,18052008955,"4g- hybrid","m","After Second Year",342,"3D","Point state: Migratory (spring)",TRUE,FALSE
"147","AL-2021-08","2021-03-04 04:58:40",-83.1296158,36.1827202,18089366211,"4g- hybrid","m","After Second Year",361,"3D","Point state: Migratory (spring)",TRUE,FALSE
"148","AL-2021-08","2021-03-05 17:01:52",-83.1300201,36.1846924,18089366233,"4g- hybrid","m","After Second Year",343,"3D","Point state: Migratory (spring)",TRUE,FALSE
"149","AL-2021-08","2021-03-07 05:00:48",-83.1296387,36.1827469,18106065755,"4g- hybrid","m","After Second Year",358,"3D","Point state: Migratory (spring)",TRUE,FALSE
"150","AL-2021-08","2021-03-08 16:59:44",-83.1300735,36.1845627,18145087140,"4g- hybrid","m","After Second Year",342,"3D","Point state: Migratory (spring)",TRUE,FALSE
"151","AL-2021-08","2021-03-10 04:58:40",-79.2157288,40.713665,18124433758,"4g- hybrid","m","After Second Year",411,"3D","Point state: Migratory (spring)",TRUE,FALSE
"152","AL-2021-08","2021-03-11 17:01:52",-79.2172928,40.7094154,18124433777,"4g- hybrid","m","After Second Year",388,"3D","Point state: Migratory (spring)",TRUE,FALSE
"153","AL-2021-08","2021-03-13 05:00:48",-79.2175217,40.7069054,18145087159,"4g- hybrid","m","After Second Year",383,"3D","Point state: Migratory (spring)",TRUE,FALSE
"154","AL-2021-08","2021-03-14 16:00:00",-79.2172928,40.709465,18145087171,"4g- hybrid","m","After Second Year",393,"3D","Point state: Migratory (spring)",TRUE,FALSE
"155","AL-2021-08","2021-03-16 03:58:56",-79.2176285,40.7068024,18240116568,"4g- hybrid","m","After Second Year",386,"3D","Point state: Migratory (spring)",TRUE,FALSE
"156","AL-2021-08","2021-03-17 16:02:08",-79.217392,40.7093887,18240116578,"4g- hybrid","m","After Second Year",389,"3D","Point state: Migratory (spring)",TRUE,FALSE
"157","AL-2021-08","2021-03-19 04:01:04",-79.2113037,40.7052917,18240116590,"4g- hybrid","m","After Second Year",394,"3D","Point state: Migratory (spring)",TRUE,FALSE
"158","AL-2021-08","2021-03-20 16:00:00",-79.2173691,40.7094383,18240116607,"4g- hybrid","m","After Second Year",390,"3D","Point state: Migratory (spring)",TRUE,FALSE
"159","AL-2021-08","2021-03-22 03:58:56",-79.2133484,40.7046013,18240116627,"4g- hybrid","m","After Second Year",394,"3D","Point state: Migratory (spring)",TRUE,FALSE
"160","AL-2021-08","2021-03-23 16:02:08",-79.2173462,40.7093124,18240116648,"4g- hybrid","m","After Second Year",383,"3D","Point state: Migratory (spring)",TRUE,FALSE
"161","AL-2021-08","2021-03-26 16:00:00",-76.2391205,43.9778671,18338059447,"4g- hybrid","m","After Second Year",24,"3D","Point state: Migratory (spring)",TRUE,TRUE
"162","AL-2021-08","2021-03-28 03:58:56",-73.8340454,45.8628464,18338059457,"4g- hybrid","m","After Second Year",174,"3D","Point state: Migratory (spring)",TRUE,TRUE
"163","AL-2021-08","2021-03-29 16:02:08",-72.8765793,46.4364433,18338059466,"4g- hybrid","m","After Second Year",9,"3D","Point state: Summer",TRUE,FALSE
"164","AL-2021-08","2021-03-31 04:01:04",-72.877655,46.4361343,18395863355,"4g- hybrid","m","After Second Year",100,"3D","Point state: Summer",TRUE,FALSE
"165","AL-2021-08","2021-04-01 16:00:00",-72.8770447,46.4367981,18395863370,"4g- hybrid","m","After Second Year",30,"2D","Point state: Summer",FALSE,FALSE
"166","AL-2021-08","2021-04-06 04:01:04",-72.8811417,46.4351883,18395863451,"4g- hybrid","m","After Second Year",116,"3D","Point state: Summer",TRUE,FALSE
"167","AL-2021-08","2021-04-07 16:00:00",-72.8770447,46.4367485,18395863488,"4g- hybrid","m","After Second Year",125,"3D","Point state: Summer",TRUE,FALSE
"168","AL-2021-08","2021-04-09 03:58:56",-72.8774033,46.4361343,18442778564,"4g- hybrid","m","After Second Year",103,"3D","Point state: Summer",TRUE,FALSE
